year,raw_name,concept,harmonized_name,values_recode,manual_review_needed,harmonization_notes,original_label
2004,QN54,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"54. Would you say you can read a newspaper or book in Spanish- - very well, pretty well, just a little, or not at all?"
2004,QN55,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"55. Would you say you can carry on a conversation in English, both understanding and speaking, -- very well, pretty well, just a little, or not at all?"
2004,QN56,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"56. Would you say you can read a newspaper or book in English- - very well, pretty well, just a little, or not at all?"
2004,QN57,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"57. If you had to put something together from a set of instructions, would you prefer the instructions be written in English or in Spanish?"
2004,SPANISH,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Missing label,Primary language spoken at home,NA
2004,QN66,marital_status,marital_status,"1=Married, 2=Single, 3=Divorced/Separated, 4=Widowed",YES - Long/complex label,Marital status categories,"66. Are you currently married, living with a partner, widowed, divorced, separated, or have you never been married?"
2004,QN76,parents_immigrant,parent_nativity,"1=Both US born, 2=One foreign born, 3=Both foreign born",YES - Multiple questions,Combined mother and father nativity,76. Were either of your parents born in Puerto Rico? One or both?
2004,QN3,place_birth,place_birth,"1=US born, 2=Foreign born",YES - Complex question type,Place of birth (binary or country codes),"3. Were you born in the United States, the island of Puerto Rico or in another country?"
2004,QN77,place_birth,place_birth,"1=US born, 2=Foreign born",YES - Multiple questions,Place of birth (binary or country codes),77. Were either of your parents born outside the US? One or both?
2004,QN28,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"28. Do you think the government should provide health insurance for Americans without insurance, or is this something the government should not do?"
2004,QN31,political_attitudes,political_attitudes,Variable-specific - see codebook,NO,Political attitude scales - needs manual review per variable,31. Do you approve or disapprove of the way George W. Bush is handling the situation in Iraq?
2004,QN9,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"9. How much of the time do you trust the government in Washington to do what is right - just about always, most of the time, or only some of the time?"
2004,LEAN,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Complex question type,Political party identification,64/65. Leaned Party Table
2004,QN11A,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year, have you Contacted any elected official, or not?"
2004,QN11B,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Contributed money to a candidate running for public office, ..."
2004,QN11C,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Worked as a volunteeer or for pay for a political candidate,..."
2004,QN11D,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Attended a public meeting or demonstration in the community ..."
2004,QN11E,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"11. People express their opinions about politics and current events in a number of ways. In the United States, In the past year have you Attended a political party meeting or function, or not?"
2004,QN64,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"64. In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else?"
2004,QN65,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Complex question type,Political party identification,65. Do you consider yourself closer to the Republican party or the Democratic party?
2004,QN8,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"8. How much attention would you say you pay to politics and government? A lot, a fair amount, not much, or none at all?"
2004,QN12A,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",YES - Long/complex label,Religious affiliation,12a. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any church or religious group?
2004,QN69A,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",YES - Long/complex label,Religious affiliation,"69A. How important is religion in your everyday life: The most important thing in your life, a very important thing in your life, somewhat important or not important at all?"
2004,QN71,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",YES - Long/complex label,Religious affiliation,"71. What is your religious preference? Are you Protestant, Catholic, Jewish, some other religion, or no religion?"
2004,QN72,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,72. Do you consider yourself a Christian?
2004,RELIG1,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,71/72. Religion Combination Table
2004,RELIG2,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,71/72/73. Religion Summary Table
2004,QN70,undocumented_contact,undocumented_contact,"1=Yes, 0=No",YES - Long/complex label,Contact with undocumented immigrants,"70. Aside from weddings and funerals, how often do you attend religious services? Would you say more than once a week, once a week, once or twice a month, a few times a year, seldom, or never?"
2004,QN18,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,18. Some people are registered to vote and others are not. Are you currently registered to vote at your present address?
2004,QN20A,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20a. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20B,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20b. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20C,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20c. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20D,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20d. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20E,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20e. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20F,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20f. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20G,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20g. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20H,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20h. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20I,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20i. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN20K,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"20k. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN27A,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,27a. Please tell me how important these issues will be in your vote for president this year. The cost of health care and health insurance
2004,QN27B,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,27b. Please tell me how important these issues will be in your vote for president this year. The number of Americans without health insurance
2004,QN27C,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,27c. Please tell me how important these issues will be in your vote for president this year. Medicare
2004,QN27D,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,27d. Please tell me how important these issues will be in your vote for president this year. Prescription drug benefits for seniors
2004,QN47A,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"47a. If you agreed with a presidential candidate on other issues, but not on the issue of Abortion could you still vote for him, or not?"
2004,QN47C,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"47c. If you agreed with a presidential candidate on other issues, but not on the issue of The war in Iraq could you still vote for him, or not?"
2004,QN48,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,"48. Have you ever voted in an election in the U.S., or not?"
2004,QN49,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"49. We often find out that a lot of people aren't able to vote because they were not registered, or they were sick, or they just didn't have time. Do you remember for sure whether you voted in the ..."
2004,QN50,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,50. Do you remember for sure whether you voted in the November 2000 presidential election when George W. Bush ran against Al Gore and Ralph Nader?
2004,QN52A,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,52a. I am going to read you some reasons why some people have told us they don't always vote. Please tell me whether you agree with it or disagree with it. How about I sometimes feel I don't know e...
2004,QN52B,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,52b. I am going to read you some reasons why some people have told us they don't always vote. Please tell me whether you agree with it or disagree with it. How about It's complicated to register to...
2004,QN52C,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,52c. I am going to read you some reasons why some people have told us they don't always vote. Please tell me whether you agree with it or disagree with it. How about It's difficult for me to get ou...
2004,QN52D,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,52d. I am going to read you some reasons why some people have told us they don't always vote. Please tell me whether you agree with it or disagree with it. How about I sometimes don't like any of t...
2004,QN52F,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,52f. I am going to read you some reasons why some people have told us they don't always vote. Please tell me whether you agree with it or disagree with it. How about I can make more of a difference...
2006,language,age,age,Continuous variable (years),NO,Age in years at time of survey,Primary Language
2006,qn15b,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,15b. Are you in favor or do you oppose... Increase the number of border patrol agents?
2006,qn21,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,"21. Would you describe yourself a born-again or evangelical Christian, or not?"
2006,qn45g,age,age,Continuous variable (years),YES - Complex question type,Age in years at time of survey,45g. Do you ever send or receive text messages on your cell phone?
2006,qn57,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"57. What language do you usually speak at home? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2006,qn58,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"58. What language do you usually speak at work? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2006,qn63,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,63. What is your age?
2006,qn67,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,"67. On average, how much money do you send?"
2006,qn84,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"84. In what language did the respondent complete the interview: Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2006,qns10,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"S-10. Now I want to ask you about you and your family's heritage. Are you Mexican, Puerto Rican, Cuban, Dominican, Salvadoran or are you and your ancestors from another country?"
2006,qn31d,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,31d. We know that discrimination can result from many factors. How about differences in immigration status?
2006,qn5,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",NO,Citizenship/legal status,5. Are you a citizen of the United States?
2006,qn6b,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,"6b. Please tell me whether you agree or disagree with... In the United States, citizens can have an influence at all levels of government, from top to bottom, by voting and engaging in other politi..."
2006,qn7c,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Complex question type,Citizenship/legal status,"7c. Do immigrants have to Be a U.S. Citizen to say they are part of American society, or not?"
2006,qn45a,education,education,"1=<HS, 2=HS, 3=Some college, 4=College+",YES - Long/complex label,Educational attainment categories,"45a. Do you use a computer at your workplace, at school, at home, or anywhere else on at least an occasional basis?"
2006,qn59,education,education,"1=<HS, 2=HS, 3=Some college, 4=College+",NO,Educational attainment categories,59. What is the last grade or class that you completed in school?
2006,jobnbr,employment,employment_status,"1=Employed, 2=Unemployed, 3=Not in labor force",YES - Missing label,Employment status,NA
2006,qn24a,employment,employment_status,"1=Employed, 2=Unemployed, 3=Not in labor force",YES - Long/complex label,Employment status,"24a. Thinking about a typical weekday, do you get any news from... Network television news shows, like the ABC Nightly News, CNN Headline News, or Noticiero Univision?"
2006,qn8,employment,employment_status,"1=Employed, 2=Unemployed, 3=Not in labor force",YES - Multiple questions,Employment status,"8. Now thinking about work, what is your employment status? Are you.... ?"
2006,qn17b,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,17b. Please tell me whether you have ever described yourself as A Latino/Hispanic.
2006,qn18b,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"18. You have said that you describe yourself as [an American, a Latino/Hispanic, and as a (INSERT COUNTRY OF ORIGIN)]. In general, which of the terms that you use to describe yourself is the term y..."
2006,qn30,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"30. In general, do you think discrimination against (HISPANICS/LATINOS) is a major problem, minor problem, or not a problem in preventing (HISPANICS/LATINOS) in general from succeeding in America."
2006,qn32,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"32. Thinking of the last few years, do you think that discrimination against (HISPANICS/LATINOS) in the U.S. has become more common, less common, or stayed about the same?"
2006,qn33,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"33. Do you think that the debate over immigration policy in the U.S. has made discrimination against (HISPANICS/LATINOS) more of a problem, less of a problem or has it had no effect on discrimination?"
2006,qn36,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"36. During the last 5 years, have you, a family member, or close friend experienced discrimination because of your racial or ethnic background, or not?"
2006,qn38,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,38. Which comes closer to your views? (HISPANICS/LATINOS) from different countries...
2006,qn39,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,39. Which comes closer to your views? (HISPANICS/LATINOS) from different countries...
2006,qn40,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"40. Which party do you think has more concern for (HISPANICS/LATINOS) -- the Democratic party, the Republican party, or is there no difference?"
2006,qn47a,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Complex question type,Hispanic origin/ethnicity categories,47a. Is your (wife/husband/partner) a (Hispanic/Latino)?
2006,qn6c,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,6c. Please tell me whether you agree or disagree with... (HISPANICS/LATINOS) are more likely to vote if there are (HISPANICS/LATINOS) on the ballot.
2006,qn6d,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,6d. Please tell me whether you agree or disagree with... (HISPANIC/LATINO) voters are more likely to vote for a (HISPANIC/LATINO) candidate instead of a non-(HISPANIC/LATINO) running for the same o...
2006,qn6f,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,6f. Please tell me whether you agree or disagree with... I am more likely to vote if there are (HISPANICS/LATINOS) on the ballot.
2006,qn6g,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,6g. Please tell me whether you agree or disagree with... I am more likely to vote for a (HISPANIC/LATINO) candidate instead of a non-(HISPANIC/LATINO) running for the same office if they have the s...
2006,qn85,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,85. INTERVIEWER: What is your race?
2006,qn9a,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,9a. How confident are you that (HISPANIC/LATINO) children growing up now in the United States Will have better jobs and make more money than you?
2006,qn9aa,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,9a. Do you think it is better for (HISPANIC/LATINO) young people to marry other (HISPANICS/LATINOS) or is it not important?
2006,qn9b,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,9b. How confident are you that (HISPANIC/LATINO) children growing up now in the United States Will stay as close to their families as you?
2006,qns11,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"s-11. What race do you consider yourself to be? White, Black or African-American, Asian or some other race?"
2006,qns6,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"S-6. Are you, yourself of Hispanic or Latin origin or descent such as Mexican, Puerto Rican, Cuban, Dominican, Central or South American, Caribbean or some other Latin American background?"
2006,qns8a,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,S-8a. The terms Hispanic and Latino are both used to describe people who are of Hispanic or Latin origin or descent. Do you happen to prefer one more than the other?
2006,qn14,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,"14. As an alternative to a permanent stay, another proposal would allow thousands of migrants to come in as temporary workers for a limited period of time but only if they agree to return to their ..."
2006,qn3,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,3. I am now going to read you two statements about the immigrant marches in many American cities that took place this Spring. Please tell me which comes closest to your views.
2006,qn31a,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,31a. We know that discrimination can result from many factors. How about differences in income and education?
2006,qn31b,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,31b. We know that discrimination can result from many factors. How about differences in skin color?
2006,qn31c,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,31c. We know that discrimination can result from many factors. How about differences in language?
2006,qn37,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,37. How many years have you lived in the (continental) United States?
2006,qn3c,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,"3c. Some people say that as a result of the debate over immigration policy in Washington, many more (HISPANICS/LATINOS) will vote in the November elections. Others say that the debate will not have..."
2006,qn48,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,48. How many children do you have?
2006,qn49,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,49. How many of your children live in the United States now?
2006,qn50,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,50. How many of your children live in your home country?
2006,qn86,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,86. INTERVIEWER: What is your gender?
2006,qns5,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,S-5. GENDER
2006,qn51,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,51. Do you expect that your children will stay in the United States or will they move back to your home country?
2006,qn52,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,52. Do you expect that your children will stay in your home country or will they move to the United States?
2006,region,geography,geography,State/region codes,NO,Geographic location indicators,Census Region
2006,qn45d,household,household_size,Continuous variable (number of people),NO,Number of people in household,45d. Does ANYONE in your household use the internet from home or send and receive email from home?
2006,qn16,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Complex question type,General immigration attitude scale,"16. In general, which of the political parties has the best position on immigration issues?"
2006,qn3a,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,"3a. Do you think the recent immigrant marches this spring had a positive effect on the way the American public thinks about illegal or undocumented immigrants, a negative effect or no effect?"
2006,qn7b,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,"7b. Do immigrants have to Believe in the U.S. constitution to say they are part of American society, or not?"
2006,qn65,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,65. Have you sent money to anyone (INSERT COUNTRY OF ORIGIN) over the past year?
2006,qn67a,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,67a. How long ago did you start sending this money?
2006,qn67b,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,"67b. In general, what method do you use to send money?"
2006,qn69a,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,69a. Tell me whether you send money home to any of the following people... How about your spouse?
2006,qn69b,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,69b. Tell me whether you send money home to any of the following people... How about your children?
2006,qn69c,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,69c. Tell me whether you send money home to any of the following people... How about your parents?
2006,qn69d,income,household_income,Categorical income brackets - see codebook,YES - Long/complex label,Household income categories,69d. Tell me whether you send money home to any of the following people... How about your brothers or sisters?
2006,qn69e,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,69E. Tell me whether you send money home to any of the following people... How about anyone else?
2006,qn71,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,71. What is the single most important reason for sending money home?
2006,qn80,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,"80. IS YOUR TOTAL ANNUAL HOUSEHOLD INCOME FROM ALL SOURCES, AND BEFORE TAXES:"
2006,qn25a,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,"25a. When you get your news from Network television news is it in English, Spanish or both?"
2006,qn25b,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,"25b. When you get your news from Local television news is it in English, Spanish or both?"
2006,qn25c,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,"25c. When you get your news from Newspapers is it in English, Spanish or both?"
2006,qn25d,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,"25d. When you get your news from Radio is it in English, Spanish or both?"
2006,qn25e,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,"25e. When you get your news from The Internet is it in English, Spanish or both?"
2006,qn53,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"53. Would you say you can carry on a conversation in Spanish, both understanding and speaking, -- very well, pretty well, just a little, or not at all?"
2006,qn54,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"54. Would you say you can read a newspaper or book in Spanish -- very well, pretty well, just a little, or not at all?"
2006,qn55,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"55. Would you say you can carry on a conversation in English, both understanding and speaking, -- very well, pretty well, just a little, or not at all?"
2006,qn56,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"56. Would you say you can read a newspaper or book in English -- very well, pretty well, just a little, or not at all?"
